regionId	label	referenceDate	lastUpdatedDate	totalDeaths	totalConfirmedCases	totalRecoveredCases	totalTestedCases	dataSource
Hawkins_County,_Tennessee	Hawkins County, Tennessee	2020-05-13	2020-05-13T19:00:00	2	31	28		https://www.tn.gov/
Hawley,_Massachusetts	Hawley, Massachusetts	2020-05-13	2020-05-13T20:00:00					https://www.mass.gov/
Hawthorne,_California	Hawthorne, California	2020-05-13	2020-05-13T03:00:00+0000		273			http://publichealth.lacounty.gov/
Hayes_County,_Nebraska	Hayes County, Nebraska	2020-05-13			0		0	http://dhhs.ne.gov/
Hays_County,_Texas	Hays County, Texas	2020-05-13		3	214	142		https://www.dshs.state.tx.us/
Haywood_County,_North_Carolina	Haywood County, North Carolina	2020-05-13	2020-05-13T14:40:00+0000	0	19			https://www.ncdhhs.gov/
Haywood_County,_Tennessee	Haywood County, Tennessee	2020-05-13	2020-05-13T19:00:00	1	28	21		https://www.tn.gov/
Heard_County,_Georgia	Heard County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	1	17			https://dph.georgia.gov/
Heath,_Massachusetts	Heath, Massachusetts	2020-05-13	2020-05-13T20:00:00					https://www.mass.gov/
Hemphill_County,_Texas	Hemphill County, Texas	2020-05-13		0	1	1		https://www.dshs.state.tx.us/
Hempstead_County,_Arkansas	Hempstead County, Arkansas	2020-05-13		1	7	6	135	https://www.healthy.arkansas.gov/
Henderson_County,_Illinois	Henderson County, Illinois	2020-05-13		0	7			http://www.dph.illinois.gov/
Henderson_County,_Kentucky	Henderson County, Kentucky	2020-05-13		3	80			https://govstatus.egov.com/
Henderson_County,_North_Carolina	Henderson County, North Carolina	2020-05-13	2020-05-13T14:40:00+0000	30	250			https://www.ncdhhs.gov/
Henderson_County,_Tennessee	Henderson County, Tennessee	2020-05-13	2020-05-13T19:00:00		10	8		https://www.tn.gov/
Henderson_County,_Texas	Henderson County, Texas	2020-05-13		0	47	21		https://www.dshs.state.tx.us/
Hendricks_County,_Indiana	Hendricks County, Indiana	2020-05-13	2020-05-13T12:00:00	56	989		4346	https://coronavirus.in.gov/
Hendry_County,_Florida	Hendry County, Florida	2020-05-13		6	165		1080	https://floridahealthcovid19.gov/
Hennepin_County,_Minnesota	Hennepin County, Minnesota	2020-05-13	2020-05-13T00:00:00	426	4183			https://www.health.state.mn.us/
Henrico_County,_Virginia	Henrico County, Virginia	2020-05-13	2020-05-13T13:00:00	112	1146			http://www.vdh.virginia.gov/
Henry_County,_Alabama	Henry County, Alabama	2020-05-13		1	33		293	https://covid19.alabama.gov/
Henry_County,_Georgia	Henry County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	16	615			https://dph.georgia.gov/
Henry_County,_Illinois	Henry County, Illinois	2020-05-13		0	61			http://www.dph.illinois.gov/
Henry_County,_Indiana	Henry County, Indiana	2020-05-13	2020-05-13T12:00:00	2	97		1341	https://coronavirus.in.gov/
Henry_County,_Iowa	Henry County, Iowa	2020-05-13		1	43			https://idph.iowa.gov/
Henry_County,_Kentucky	Henry County, Kentucky	2020-05-13		0	10			https://govstatus.egov.com/
Henry_County,_Missouri	Henry County, Missouri	2020-05-13		1	9			https://health.mo.gov/
Henry_County,_Ohio	Henry County, Ohio	2020-05-13	2020-05-13T18:00:00		10			https://coronavirus.ohio.gov/
Henry_County,_Tennessee	Henry County, Tennessee	2020-05-13	2020-05-13T19:00:00		15	13		https://www.tn.gov/
Henry_County,_Virginia	Henry County, Virginia	2020-05-13	2020-05-13T13:00:00	1	28			http://www.vdh.virginia.gov/
Herefordshire	Herefordshire	2020-05-14	2020-05-13T15:22:47		408			https://www.gov.uk/
Herkimer_County,_New_York	Herkimer County, New York	2020-05-13	2020-05-13T14:00:00	3	84		1379	https://coronavirus.health.ny.gov/
Hermagor_District	Hermagor District	2020-05-14	2020-05-13T20:00:00		5			https://info.gesundheitsministerium.at/
Hermosa_Beach,_California	Hermosa Beach, California	2020-05-13	2020-05-13T03:00:00+0000		25			http://publichealth.lacounty.gov/
Hernando_County,_Florida	Hernando County, Florida	2020-05-13		5	101		2369	https://floridahealthcovid19.gov/
Hertford_County,_North_Carolina	Hertford County, North Carolina	2020-05-13	2020-05-13T14:40:00+0000	1	49			https://www.ncdhhs.gov/
Hertfordshire	Hertfordshire	2020-05-14	2020-05-13T15:22:47		2660			https://www.gov.uk/
Hesse	Hesse	2020-05-13	2020-05-13	419	9087	0		https://www.rki.de/
Hettinger_County,_North_Dakota	Hettinger County, North Dakota	2020-05-13			0	0	198	https://www.health.nd.gov/
Hickman_County,_Kentucky	Hickman County, Kentucky	2020-05-13		0	5			https://govstatus.egov.com/
Hickman_County,_Tennessee	Hickman County, Tennessee	2020-05-13	2020-05-13T19:00:00		52	42		https://www.tn.gov/
Hidalgo_County,_New_Mexico	Hidalgo County, New Mexico	2020-05-13		0	0			https://cv.nmhealth.org
Hidalgo_County,_Texas	Hidalgo County, Texas	2020-05-13		8	403	233		https://www.dshs.state.tx.us/
Hidden_Hills,_California	Hidden Hills, California	2020-05-13	2020-05-13T03:00:00+0000		1			http://publichealth.lacounty.gov/
Highland_County,_Ohio	Highland County, Ohio	2020-05-13	2020-05-13T18:00:00	1	14			https://coronavirus.ohio.gov/
Highland_County,_Virginia	Highland County, Virginia	2020-05-13	2020-05-13T13:00:00		2			http://www.vdh.virginia.gov/
Highlands_County,_Florida	Highlands County, Florida	2020-05-13		8	100		2136	https://floridahealthcovid19.gov/
Hill_County,_Montana	Hill County, Montana	2020-05-13		0	1			https://dphhs.mt.gov/
Hill_County,_Texas	Hill County, Texas	2020-05-13		1	21	9		https://www.dshs.state.tx.us/
Hillsborough_County,_Florida	Hillsborough County, Florida	2020-05-13		44	1494		34321	https://floridahealthcovid19.gov/
Hillsborough_County,_New_Hampshire	Hillsborough County, New Hampshire	2020-05-13	2020-05-13T13:00:00+0000		1592			https://www.nh.gov/
Hillsdale_County,_Michigan	Hillsdale County, Michigan	2020-05-13	2020-05-13T19:00:00+0000	22	152			https://www.michigan.gov/
Himachal_Pradesh	Himachal Pradesh	2020-05-14	2020-05-13T08:00:00	2	65	39		https://www.mohfw.gov.in/
Hinds_County,_Mississippi	Hinds County, Mississippi	2020-05-13	2020-05-13T05:00:00+0000	17	698			https://msdh.ms.gov/
Hingham,_Massachusetts	Hingham, Massachusetts	2020-05-13	2020-05-13T20:00:00		223			https://www.mass.gov/
Hinsdale,_Massachusetts	Hinsdale, Massachusetts	2020-05-13	2020-05-13T20:00:00		3			https://www.mass.gov/
Hinsdale_County,_Colorado	Hinsdale County, Colorado	2020-05-13			3			https://covid19.colorado.gov/
Hitchcock_County,_Nebraska	Hitchcock County, Nebraska	2020-05-13			1		1	http://dhhs.ne.gov/
Ho_Chi_Minh_City	Ho Chi Minh City	2020-05-14		0	56	53		https://ncov.moh.gov.vn/
Hocking_County,_Ohio	Hocking County, Ohio	2020-05-13	2020-05-13T18:00:00	1	28			https://coronavirus.ohio.gov/
Hockley_County,_Texas	Hockley County, Texas	2020-05-13		1	23	17		https://www.dshs.state.tx.us/
Hoke_County,_North_Carolina	Hoke County, North Carolina	2020-05-13	2020-05-13T14:40:00+0000	0	128			https://www.ncdhhs.gov/
Holbrook,_Massachusetts	Holbrook, Massachusetts	2020-05-13	2020-05-13T20:00:00		166			https://www.mass.gov/
Holden,_Massachusetts	Holden, Massachusetts	2020-05-13	2020-05-13T20:00:00		76			https://www.mass.gov/
Hollabrunn_District	Hollabrunn District	2020-05-14	2020-05-13T20:00:00		35			https://info.gesundheitsministerium.at/
Holland,_Massachusetts	Holland, Massachusetts	2020-05-13	2020-05-13T20:00:00		8			https://www.mass.gov/
Holliston,_Massachusetts	Holliston, Massachusetts	2020-05-13	2020-05-13T20:00:00		48			https://www.mass.gov/
Holmes_County,_Florida	Holmes County, Florida	2020-05-13		0	10		548	https://floridahealthcovid19.gov/
Holmes_County,_Mississippi	Holmes County, Mississippi	2020-05-13	2020-05-13T05:00:00+0000	19	231			https://msdh.ms.gov/
Holmes_County,_Ohio	Holmes County, Ohio	2020-05-13	2020-05-13T18:00:00	1	8			https://coronavirus.ohio.gov/
Holt_County,_Missouri	Holt County, Missouri	2020-05-13		0	1			https://health.mo.gov/
Holt_County,_Nebraska	Holt County, Nebraska	2020-05-13			1		7	http://dhhs.ne.gov/
Holyoke,_Massachusetts	Holyoke, Massachusetts	2020-05-13	2020-05-13T20:00:00		723			https://www.mass.gov/
Honduras	Honduras	2020-05-13		116	2100			https://www.who.int/
Honolulu_County,_Hawaii	Honolulu County, Hawaii	2020-05-13	2020-05-13T22:00:00+0000		414			https://health.hawaii.gov/
Hood_County,_Texas	Hood County, Texas	2020-05-13		3	22	14		https://www.dshs.state.tx.us/
Hood_River_County,_Oregon	Hood River County, Oregon	2020-05-13	2020-05-13T15:00:00+0000	0	14		782	https://govstatus.egov.com/OR-OHA-COVID-19
Hooker_County,_Nebraska	Hooker County, Nebraska	2020-05-13			0		0	http://dhhs.ne.gov/
Hopedale,_Massachusetts	Hopedale, Massachusetts	2020-05-13	2020-05-13T20:00:00		27			https://www.mass.gov/
Hopewell,_Virginia	Hopewell, Virginia	2020-05-13	2020-05-13T13:00:00		45			http://www.vdh.virginia.gov/
Hopkins_County,_Kentucky	Hopkins County, Kentucky	2020-05-13		27	214			https://govstatus.egov.com/
Hopkins_County,_Texas	Hopkins County, Texas	2020-05-13		0	8	4		https://www.dshs.state.tx.us/
Hopkinton,_Massachusetts	Hopkinton, Massachusetts	2020-05-13	2020-05-13T20:00:00		104			https://www.mass.gov/
Hopkinton,_Rhode_Island	Hopkinton, Rhode Island	2020-05-13	2020-05-13T00:00:00		12			https://health.ri.gov/
Horn_District	Horn District	2020-05-14	2020-05-13T20:00:00		52			https://info.gesundheitsministerium.at/
Horry_County,_South_Carolina	Horry County, South Carolina	2020-05-13		18	273			https://www.scdhec.gov/
Horta,_Azores	Horta, Azores	2020-05-14	2020-05-13T23:00:00		6			https://covid19.min-saude.pt/
Hot_Spring_County,_Arkansas	Hot Spring County, Arkansas	2020-05-13		0	28	19	598	https://www.healthy.arkansas.gov/
Houghton_County,_Michigan	Houghton County, Michigan	2020-05-13	2020-05-13T19:00:00+0000		2			https://www.michigan.gov/
Houston_County,_Alabama	Houston County, Alabama	2020-05-13		4	115		1753	https://covid19.alabama.gov/
Houston_County,_Georgia	Houston County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	16	290			https://dph.georgia.gov/
Houston_County,_Minnesota	Houston County, Minnesota	2020-05-13	2020-05-13T00:00:00	0	2			https://www.health.state.mn.us/
Houston_County,_Tennessee	Houston County, Tennessee	2020-05-13	2020-05-13T19:00:00		6	4		https://www.tn.gov/
Houston_County,_Texas	Houston County, Texas	2020-05-13		0	21	4		https://www.dshs.state.tx.us/
Howard_County,_Arkansas	Howard County, Arkansas	2020-05-13		0	14	14	208	https://www.healthy.arkansas.gov/
Howard_County,_Indiana	Howard County, Indiana	2020-05-13	2020-05-13T12:00:00	9	258		1686	https://coronavirus.in.gov/
Howard_County,_Iowa	Howard County, Iowa	2020-05-13		0	12			https://idph.iowa.gov/
Howard_County,_Maryland	Howard County, Maryland	2020-05-13		36	1258			https://coronavirus.maryland.gov/
Howard_County,_Missouri	Howard County, Missouri	2020-05-13		0	2			https://health.mo.gov/
Howard_County,_Nebraska	Howard County, Nebraska	2020-05-13			28		24	http://dhhs.ne.gov/
Howard_County,_Texas	Howard County, Texas	2020-05-13		1	6	3		https://www.dshs.state.tx.us/
Howell_County,_Missouri	Howell County, Missouri	2020-05-13		0	5			https://health.mo.gov/
Hubbard_County,_Minnesota	Hubbard County, Minnesota	2020-05-13	2020-05-13T00:00:00	0	0			https://www.health.state.mn.us/
Hubbardston,_Massachusetts	Hubbardston, Massachusetts	2020-05-13	2020-05-13T20:00:00		5			https://www.mass.gov/
Hudson,_Massachusetts	Hudson, Massachusetts	2020-05-13	2020-05-13T20:00:00		148			https://www.mass.gov/
Hudson_County,_New_Jersey	Hudson County, New Jersey	2020-05-13		1007	17035			https://www.nj.gov/
Huerfano_County,_Colorado	Huerfano County, Colorado	2020-05-13			3			https://covid19.colorado.gov/
Hughes_County,_South_Dakota	Hughes County, South Dakota	2020-05-13	2020-05-13T10:30:47		15	11	323	https://doh.sd.gov/
Hull,_Massachusetts	Hull, Massachusetts	2020-05-13	2020-05-13T20:00:00		43			https://www.mass.gov/
Humboldt_County,_California	Humboldt County, California	2020-05-13	2020-05-13T00:00:00		67	53	3575	https://humboldtgov.org/
Humboldt_County,_Iowa	Humboldt County, Iowa	2020-05-13		0	7			https://idph.iowa.gov/
Humboldt_County,_Nevada	Humboldt County, Nevada	2020-05-13	2020-05-12T00:00:00	3	71	13	478	https://www.hcnv.us/
Humphreys_County,_Mississippi	Humphreys County, Mississippi	2020-05-13	2020-05-13T05:00:00+0000	4	39			https://msdh.ms.gov/
Humphreys_County,_Tennessee	Humphreys County, Tennessee	2020-05-13	2020-05-13T19:00:00	1	12	6		https://www.tn.gov/
Hungary	Hungary	2020-05-14	2020-05-13T05:16:00+0000	430	3341	1102	118500	https://koronavirus.gov.hu/
Hunt_County,_Texas	Hunt County, Texas	2020-05-13		3	58	43		https://www.dshs.state.tx.us/
Hunterdon_County,_New_Jersey	Hunterdon County, New Jersey	2020-05-13		47	732			https://www.nj.gov/
Huntingdon_County,_Pennsylvania	Huntingdon County, Pennsylvania	2020-05-13	2020-05-13T16:00:00+0000	0	197		728	https://www.health.pa.gov/
Huntington,_Massachusetts	Huntington, Massachusetts	2020-05-13	2020-05-13T20:00:00		12			https://www.mass.gov/
Huntington_Beach,_California	Huntington Beach, California	2020-05-13	2020-05-13T07:00:00+0000		272			https://occovid19.ochealthinfo.com/
Huntington_County,_Indiana	Huntington County, Indiana	2020-05-13	2020-05-13T12:00:00	2	17		356	https://coronavirus.in.gov/
Huntington_Park,_California	Huntington Park, California	2020-05-13	2020-05-13T03:00:00+0000		231			http://publichealth.lacounty.gov/
Huron_County,_Michigan	Huron County, Michigan	2020-05-13	2020-05-13T19:00:00+0000	1	36			https://www.michigan.gov/
Huron_County,_Ohio	Huron County, Ohio	2020-05-13	2020-05-13T18:00:00	1	39			https://coronavirus.ohio.gov/
Hutchinson_County,_South_Dakota	Hutchinson County, South Dakota	2020-05-13	2020-05-13T10:30:47		3	3	127	https://doh.sd.gov/
Hutchinson_County,_Texas	Hutchinson County, Texas	2020-05-13		0	25	11		https://www.dshs.state.tx.us/
Hyde_County,_North_Carolina	Hyde County, North Carolina	2020-05-13	2020-05-13T14:40:00+0000	0	1			https://www.ncdhhs.gov/
Hyde_County,_South_Dakota	Hyde County, South Dakota	2020-05-13	2020-05-13T10:30:47		1	1	22	https://doh.sd.gov/
H%C3%A0_Giang_Province	Hà Giang Province	2020-05-14		0	1	1		https://ncov.moh.gov.vn/
H%C3%A0_Nam_Province	Hà Nam Province	2020-05-14		0	4	3		https://ncov.moh.gov.vn/
H%C3%A0_T%C4%A9nh_Province	Hà Tĩnh Province	2020-05-14		0	4	4		https://ncov.moh.gov.vn/
H%E1%BA%A3i_D%C6%B0%C6%A1ng_Province	Hải Dương Province	2020-05-14		0	1	1		https://ncov.moh.gov.vn/
H%C6%B0ng_Y%C3%AAn_Province	Hưng Yên Province	2020-05-14		0	1	1		https://ncov.moh.gov.vn/
Iberia_Parish,_Louisiana	Iberia Parish, Louisiana	2020-05-13		26	352			http://ldh.la.gov/
Iberville_Parish,_Louisiana	Iberville Parish, Louisiana	2020-05-13		38	507			http://ldh.la.gov/
Iceland	Iceland	2020-05-13	2020-05-13T13:00:00	10	1802	1780	55075	https://www.covid.is/
Ida_County,_Iowa	Ida County, Iowa	2020-05-13		0	2			https://idph.iowa.gov/
Idaho	Idaho	2020-05-13	2020-05-13T16:00:00	69	2324	1557	33556	https://coronavirus.idaho.gov/
Idaho_County,_Idaho	Idaho County, Idaho	2020-05-13	2020-05-13T17:00:00		3			https://coronavirus.idaho.gov/
Illinois	Illinois	2020-05-13		3792	84694			http://www.dph.illinois.gov/
Imperial_County,_California	Imperial County, California	2020-05-13	2020-05-12T17:00:00	13	603	292	4487	http://www.icphd.org/
Imst_District	Imst District	2020-05-14	2020-05-13T20:00:00		293			https://info.gesundheitsministerium.at/
Independence_County,_Arkansas	Independence County, Arkansas	2020-05-13		0	19	11	405	https://www.healthy.arkansas.gov/
India	India	2020-05-14	2020-05-13T08:00:00	2415	74281	24386		https://www.mohfw.gov.in/
Indian_River_County,_Florida	Indian River County, Florida	2020-05-13		9	102		2456	https://floridahealthcovid19.gov/
Indiana	Indiana	2020-05-13	2020-05-13T12:00:00	1619	25473		154083	https://coronavirus.in.gov/
Indiana_County,_Pennsylvania	Indiana County, Pennsylvania	2020-05-13	2020-05-13T16:00:00+0000	5	78		998	https://www.health.pa.gov/
Indonesia	Indonesia	2020-05-13	2020-05-13T00:00:00	1028	15438	3287		https://www.covid19.go.id/
Ingham_County,_Michigan	Ingham County, Michigan	2020-05-13	2020-05-13T19:00:00+0000	18	605			https://www.michigan.gov/
Inglewood,_California	Inglewood, California	2020-05-13	2020-05-13T03:00:00+0000		449			http://publichealth.lacounty.gov/
Ingushetia	Ingushetia	2020-05-14	2020-05-13T07:35:00+0000	32	1333	331		https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Innlandet	Innlandet	2020-05-14	2020-05-13T11:00:00		471			https://www.fhi.no/
Innsbruck	Innsbruck	2020-05-14	2020-05-13T20:00:00		411			https://info.gesundheitsministerium.at/
Inyo_County,_California	Inyo County, California	2020-05-13		1	20	15	431	https://www.cdph.ca.gov/
Ionia_County,_Michigan	Ionia County, Michigan	2020-05-13	2020-05-13T19:00:00+0000	3	111			https://www.michigan.gov/
Iosco_County,_Michigan	Iosco County, Michigan	2020-05-13	2020-05-13T19:00:00+0000	8	55			https://www.michigan.gov/
Iowa	Iowa	2020-05-13		306	13289			https://idph.iowa.gov/
Iowa_County,_Iowa	Iowa County, Iowa	2020-05-13		0	26			https://idph.iowa.gov/
Iowa_County,_Wisconsin	Iowa County, Wisconsin	2020-05-13	2020-05-13T06:00:00		10			https://www.dhs.wisconsin.gov/
Ipswich,_Massachusetts	Ipswich, Massachusetts	2020-05-13	2020-05-13T20:00:00		57			https://www.mass.gov/
Iran	Iran	2020-05-13		6783	112725			https://www.who.int/
Iraq	Iraq	2020-05-13		115	3032			https://www.who.int/
Iredell_County,_North_Carolina	Iredell County, North Carolina	2020-05-13	2020-05-13T14:40:00+0000	5	162			https://www.ncdhhs.gov/
Irkutsk_Oblast	Irkutsk Oblast	2020-05-14	2020-05-13T07:35:00+0000	4	353	100		https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Iron_County,_Missouri	Iron County, Missouri	2020-05-13		0	2			https://health.mo.gov/
Iron_County,_Utah	Iron County, Utah	2020-05-13	2020-05-13T14:00:00		29			https://swuhealth.org/covid/
Iron_County,_Wisconsin	Iron County, Wisconsin	2020-05-13	2020-05-13T06:00:00	1	2			https://www.dhs.wisconsin.gov/
Iroquois_County,_Illinois	Iroquois County, Illinois	2020-05-13		3	101			http://www.dph.illinois.gov/
Irvine,_California	Irvine, California	2020-05-13	2020-05-13T07:00:00+0000		144			https://occovid19.ochealthinfo.com/
Irwin_County,_Georgia	Irwin County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	1	22			https://dph.georgia.gov/
Irwindale,_California	Irwindale, California	2020-05-13	2020-05-13T03:00:00+0000		4			http://publichealth.lacounty.gov/
Isabella_County,_Michigan	Isabella County, Michigan	2020-05-13	2020-05-13T19:00:00+0000	7	61			https://www.michigan.gov/
Isanti_County,_Minnesota	Isanti County, Minnesota	2020-05-13	2020-05-13T00:00:00	0	10			https://www.health.state.mn.us/
Island_County,_Washington	Island County, Washington	2020-05-13		9	176			https://coronavirus.wa.gov/
Isle_of_Man	Isle of Man	2020-05-13	2020-05-13T11:43:24	23	331			https://www.ecdc.europa.eu/
Isle_of_Wight	Isle of Wight	2020-05-14	2020-05-13T15:22:47		157			https://www.gov.uk/
Isle_of_Wight_County,_Virginia	Isle of Wight County, Virginia	2020-05-13	2020-05-13T13:00:00	3	113			http://www.vdh.virginia.gov/
Israel	Israel	2020-05-13	2020-05-13T19:45:00	264	16548	12232		https://t.me/s/MOHreport
Italy	Italy	2020-05-14		31106	222104	112541	2735628	http://www.salute.gov.it/
Itasca_County,_Minnesota	Itasca County, Minnesota	2020-05-13	2020-05-13T00:00:00	2	40			https://www.health.state.mn.us/
Itawamba_County,_Mississippi	Itawamba County, Mississippi	2020-05-13	2020-05-13T05:00:00+0000	7	71			https://msdh.ms.gov/
Ivanovo_Oblast	Ivanovo Oblast	2020-05-14	2020-05-13T07:35:00+0000	12	921	232		https://xn--80aesfpebagmfblc0a.xn--p1ai/#
Ivory_Coast	Ivory Coast	2020-05-13	2020-05-13T11:43:24	21	1857			https://www.ecdc.europa.eu/
Izard_County,_Arkansas	Izard County, Arkansas	2020-05-13		0	13	8	137	https://www.healthy.arkansas.gov/
Jack_County,_Texas	Jack County, Texas	2020-05-13		0	4	3		https://www.dshs.state.tx.us/
Jackson_County,_Alabama	Jackson County, Alabama	2020-05-13		2	60		1862	https://covid19.alabama.gov/
Jackson_County,_Arkansas	Jackson County, Arkansas	2020-05-13		0	1	1	155	https://www.healthy.arkansas.gov/
Jackson_County,_Colorado	Jackson County, Colorado	2020-05-13			0			https://covid19.colorado.gov/
Jackson_County,_Florida	Jackson County, Florida	2020-05-13		0	106		977	https://floridahealthcovid19.gov/
Jackson_County,_Georgia	Jackson County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	3	126			https://dph.georgia.gov/
Jackson_County,_Illinois	Jackson County, Illinois	2020-05-13		10	171			http://www.dph.illinois.gov/
Jackson_County,_Indiana	Jackson County, Indiana	2020-05-13	2020-05-13T12:00:00	1	299		1294	https://coronavirus.in.gov/
Jackson_County,_Iowa	Jackson County, Iowa	2020-05-13		0	7			https://idph.iowa.gov/
Jackson_County,_Kansas	Jackson County, Kansas	2020-05-13	2020-05-13T16:00:00		12			https://www.coronavirus.kdheks.gov
Jackson_County,_Kentucky	Jackson County, Kentucky	2020-05-13		12	56			https://govstatus.egov.com/
Jackson_County,_Michigan	Jackson County, Michigan	2020-05-13	2020-05-13T19:00:00+0000	26	405			https://www.michigan.gov/
Jackson_County,_Minnesota	Jackson County, Minnesota	2020-05-13	2020-05-13T00:00:00	0	33			https://www.health.state.mn.us/
Jackson_County,_Mississippi	Jackson County, Mississippi	2020-05-13	2020-05-13T05:00:00+0000	13	278			https://msdh.ms.gov/
Jackson_County,_Missouri	Jackson County, Missouri	2020-05-13		15	401			https://health.mo.gov/
Jackson_County,_North_Carolina	Jackson County, North Carolina	2020-05-13	2020-05-13T14:40:00+0000	1	22			https://www.ncdhhs.gov/
Jackson_County,_Ohio	Jackson County, Ohio	2020-05-13	2020-05-13T18:00:00		9			https://coronavirus.ohio.gov/
Jackson_County,_Oklahoma	Jackson County, Oklahoma	2020-05-13	2020-05-13T00:00:00	1	20	17		https://coronavirus.health.ok.gov/
Jackson_County,_Oregon	Jackson County, Oregon	2020-05-13	2020-05-13T15:00:00+0000	0	50		4983	https://govstatus.egov.com/OR-OHA-COVID-19
Jackson_County,_South_Dakota	Jackson County, South Dakota	2020-05-13	2020-05-13T10:30:47				15	https://doh.sd.gov/
Jackson_County,_Tennessee	Jackson County, Tennessee	2020-05-13	2020-05-13T19:00:00		10	7		https://www.tn.gov/
Jackson_County,_Texas	Jackson County, Texas	2020-05-13		0	15	6		https://www.dshs.state.tx.us/
Jackson_County,_West_Virginia	Jackson County, West Virginia	2020-05-13	2020-05-13T17:00:00	16	136			https://dhhr.wv.gov/
Jackson_County,_Wisconsin	Jackson County, Wisconsin	2020-05-13	2020-05-13T06:00:00	1	14			https://www.dhs.wisconsin.gov/
Jackson_Parish,_Louisiana	Jackson Parish, Louisiana	2020-05-13		8	67			http://ldh.la.gov/
Jamaica	Jamaica	2020-05-13	2020-05-13T11:43:24	9	507			https://www.ecdc.europa.eu/
Jambyl_Region	Jambyl Region	2020-05-14		1	198	94		https://www.coronavirus2020.kz/
James_City_County,_Virginia	James City County, Virginia	2020-05-13	2020-05-13T13:00:00	15	174			http://www.vdh.virginia.gov/
Jamestown,_Rhode_Island	Jamestown, Rhode Island	2020-05-13	2020-05-13T00:00:00		8			https://health.ri.gov/
Jammu_and_Kashmir_(state)	Jammu and Kashmir (state)	2020-05-14	2020-05-13T08:00:00	10	934	455		https://www.mohfw.gov.in/
Japan	Japan	2020-05-13	2020-05-13T00:00:00	668	16024	9868	223667	https://www.mhlw.go.jp/
Jasper_County,_Georgia	Jasper County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	0	26			https://dph.georgia.gov/
Jasper_County,_Illinois	Jasper County, Illinois	2020-05-13		7	45			http://www.dph.illinois.gov/
Jasper_County,_Indiana	Jasper County, Indiana	2020-05-13	2020-05-13T12:00:00	1	40		666	https://coronavirus.in.gov/
Jasper_County,_Iowa	Jasper County, Iowa	2020-05-13		10	239			https://idph.iowa.gov/
Jasper_County,_Mississippi	Jasper County, Mississippi	2020-05-13	2020-05-13T05:00:00+0000	3	97			https://msdh.ms.gov/
Jasper_County,_Missouri	Jasper County, Missouri	2020-05-13		0	19			https://health.mo.gov/
Jasper_County,_South_Carolina	Jasper County, South Carolina	2020-05-13		1	25			https://www.scdhec.gov/
Jasper_County,_Texas	Jasper County, Texas	2020-05-13		1	19	10		https://www.dshs.state.tx.us/
Jay_County,_Indiana	Jay County, Indiana	2020-05-13	2020-05-13T12:00:00		22		254	https://coronavirus.in.gov/
Jeff_Davis_County,_Georgia	Jeff Davis County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	1	24			https://dph.georgia.gov/
Jefferson_County,_Alabama	Jefferson County, Alabama	2020-05-13		64	1199		25095	https://covid19.alabama.gov/
Jefferson_County,_Arkansas	Jefferson County, Arkansas	2020-05-13		19	280	172	2080	https://www.healthy.arkansas.gov/
Jefferson_County,_Colorado	Jefferson County, Colorado	2020-05-13		105	1716			https://covid19.colorado.gov/
Jefferson_County,_Florida	Jefferson County, Florida	2020-05-13		2	28		287	https://floridahealthcovid19.gov/
Jefferson_County,_Georgia	Jefferson County, Georgia	2020-05-13	2020-05-13T22:27:51+0000	1	19			https://dph.georgia.gov/
Jefferson_County,_Idaho	Jefferson County, Idaho	2020-05-13	2020-05-13T17:00:00		4			https://coronavirus.idaho.gov/
Jefferson_County,_Illinois	Jefferson County, Illinois	2020-05-13		16	97			http://www.dph.illinois.gov/
Jefferson_County,_Indiana	Jefferson County, Indiana	2020-05-13	2020-05-13T12:00:00		35		828	https://coronavirus.in.gov/
Jefferson_County,_Iowa	Jefferson County, Iowa	2020-05-13		0	9			https://idph.iowa.gov/
Jefferson_County,_Kansas	Jefferson County, Kansas	2020-05-13	2020-05-13T16:00:00		16			https://www.coronavirus.kdheks.gov
Jefferson_County,_Kentucky	Jefferson County, Kentucky	2020-05-13		115	1713			https://govstatus.egov.com/
Jefferson_County,_Mississippi	Jefferson County, Mississippi	2020-05-13	2020-05-13T05:00:00+0000	0	32			https://msdh.ms.gov/
Jefferson_County,_Missouri	Jefferson County, Missouri	2020-05-13		10	295			https://health.mo.gov/
Jefferson_County,_Montana	Jefferson County, Montana	2020-05-13		0	3			https://dphhs.mt.gov/
Jefferson_County,_Nebraska	Jefferson County, Nebraska	2020-05-13			6		8	http://dhhs.ne.gov/
Jefferson_County,_New_York	Jefferson County, New York	2020-05-13	2020-05-13T14:00:00		68		2268	https://coronavirus.health.ny.gov/
Jefferson_County,_Ohio	Jefferson County, Ohio	2020-05-13	2020-05-13T18:00:00	2	56			https://coronavirus.ohio.gov/
